RUN	gatling_viade_es1c.seefriends1user	seefriends1user	1588334221959	 	3.3.1
USER	seefriends1user	10	END	1588334228622	1588334258180
REQUEST	16		request_19	1588334256617	1588334258989	OK	 
USER	seefriends1user	16	END	1588334231622	1588334258991
REQUEST	11		request_12 Redirect 1	1588334245517	1588334262075	OK	 
REQUEST	11		request_12 Redirect 2	1588334262075	1588334262841	OK	 
REQUEST	11		request_15	1588334262844	1588334262857	OK	 
REQUEST	11		request_13	1588334262843	1588334262858	OK	 
REQUEST	11		request_14	1588334262843	1588334262858	OK	 
REQUEST	11		request_20	1588334262857	1588334262860	OK	 
REQUEST	11		request_17	1588334262844	1588334262861	OK	 
REQUEST	11		request_18	1588334262844	1588334262861	OK	 
REQUEST	11		request_16	1588334262844	1588334262862	OK	 
REQUEST	11		request_19	1588334262845	1588334265043	OK	 
USER	seefriends1user	11	END	1588334229123	1588334265044
REQUEST	18		request_12 Redirect 1	1588334249498	1588334266639	OK	 
REQUEST	18		request_12 Redirect 2	1588334266640	1588334267092	OK	 
REQUEST	18		request_15	1588334267095	1588334267103	OK	 
REQUEST	18		request_13	1588334267094	1588334267105	OK	 
REQUEST	18		request_14	1588334267095	1588334267106	OK	 
REQUEST	18		request_16	1588334267095	1588334267107	OK	 
REQUEST	18		request_17	1588334267095	1588334267107	OK	 
REQUEST	18		request_20	1588334267104	1588334267108	OK	 
REQUEST	18		request_18	1588334267096	1588334267109	OK	 
REQUEST	18		request_19	1588334267096	1588334269287	OK	 
USER	seefriends1user	18	END	1588334232624	1588334269289
REQUEST	20		request_19	1588334251994	1588334270252	OK	 
USER	seefriends1user	20	END	1588334233621	1588334270254
REQUEST	2		request_6	1588334253760	1588334278765	OK	 
REQUEST	2		request_8	1588334280762	1588334281362	OK	 
REQUEST	2		request_9	1588334281363	1588334281577	OK	 
REQUEST	2		request_10	1588334281364	1588334282120	OK	 
REQUEST	2		request_11	1588334281364	1588334282164	OK	 
REQUEST	2		request_11	1588334282164	1588334282662	OK	 
REQUEST	2		request_12	1588334289655	1588334290437	OK	 
REQUEST	2		request_12 Redirect 1	1588334290437	1588334290875	OK	 
REQUEST	2		request_12 Redirect 2	1588334290875	1588334291449	OK	 
REQUEST	2		request_15	1588334291452	1588334291463	OK	 
REQUEST	2		request_20	1588334291464	1588334291466	OK	 
REQUEST	2		request_16	1588334291452	1588334291468	OK	 
REQUEST	2		request_17	1588334291452	1588334291468	OK	 
REQUEST	2		request_18	1588334291452	1588334291468	OK	 
REQUEST	2		request_13	1588334291451	1588334291469	OK	 
REQUEST	2		request_14	1588334291452	1588334291470	OK	 
REQUEST	2		request_19	1588334291453	1588334293353	OK	 
USER	seefriends1user	2	END	1588334224635	1588334293355
